92.6,2.32,1,4.528289,0.8415672,.,..1,..2,..3,..4,..5,..6,..7,..8,..9,..10,..11,..12,..13,..14
164.6,4.64,142,5.103518,1.534714,0.006094,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0049019
165.6,4.66,143,5.109575,1.539015,0.0060568,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.006094
166.3,4.67,144,5.113793,1.541159,0.0042181,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0.0060568
166.7,4.71,145,5.116196,1.549688,0.0024023,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0042181
167.1,4.73,146,5.118592,1.553925,0.0023966,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0024023
167.5,4.74,147,5.120983,1.556037,0.0023909,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.0023966
168.2,4.76,148,5.125154,1.560248,0.0041704,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0023909
169.2,4.81,149,5.131082,1.570697,0.005928,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0041704
170.1,4.82,150,5.136386,1.572774,0.0053048,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.005928
171.1,4.85,151,5.142248,1.578979,0.0058618,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0053048
171.9,4.89,152,5.146913,1.587192,0.0046649,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0058618
172.6,4.98,153,5.150977,1.60543,0.0040636,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0046649
173.3,4.99,154,5.155024,1.607436,0.0040474,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0040636
173.8,5.02,155,5.157905,1.61343,0.0028811,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0040474
174.3,5.03,156,5.160778,1.61542,0.0028729,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0028811
175.3,5.07,157,5.166499,1.623341,0.0057206,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0028729
177.1,5.1,158,5.176714,1.629241,0.0102158,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0057206
178.2,5.12,159,5.182907,1.633154,0.0061922,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0102158
179.6,5.16,160,5.190732,1.640936,0.0078254,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0061922
180.6,5.2,161,5.196285,1.648659,0.0055528,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0078254
181.8,5.22,162,5.202907,1.652497,0.0066223,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0055528
182.6,5.25,163,5.207298,1.658228,0.0043907,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0066223
183.3,5.26,164,5.211124,1.660131,0.0038261,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0043907
184.0,5.35,165,5.214936,1.677096,0.0038118,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0038261
184.5,5.39,166,5.217649,1.684545,0.0027137,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0038118
185.4,5.4,167,5.222516,1.686399,0.0048661,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0027137
186.1,5.41,168,5.226284,1.688249,0.0037684,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0048661
187.2,5.48,169,5.232178,1.701105,0.0058937,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0037684
188.4,5.5,170,5.238567,1.704748,0.0063896,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0058937
189.8,5.53,171,5.245971,1.710188,0.0074034,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0063896
191.5,5.6,172,5.254888,1.722767,0.0089169,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0074034
193.3,5.62,173,5.264244,1.726332,0.009356,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0089169
195.3,5.66,174,5.274537,1.733424,0.0102935,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.009356
196.7,5.7,175,5.28168,1.740466,0.0071425,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0102935
197.8,5.71,176,5.287256,1.742219,0.0055766,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0071425
199.3,5.82,177,5.294811,1.7613,0.007555,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0055766
200.9,5.87,178,5.302807,1.769855,0.0079961,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.007555
202.0,5.88,179,5.308268,1.771557,0.0054603,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0079961
202.9,5.91,180,5.312713,1.776646,0.0044456,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0054603
204.7,5.97,181,5.321546,1.786747,0.0088325,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0044456
207.1,6.0,182,5.333202,1.791759,0.0116563,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.0088325
209.1,6.02,183,5.342813,1.795087,0.0096107,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0116563
211.5,6.03,184,5.354225,1.796747,0.0114126,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0096107
214.1,6.08,185,5.366443,1.805005,0.012218,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0114126
216.6,6.11,186,5.378052,1.809927,0.0116091,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.012218
218.9,6.16,187,5.388615,1.818077,0.0105629,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0116091
221.1,6.18,188,5.398615,1.821318,0.0099998,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0105629
223.4,6.3,189,5.408964,1.84055,0.0103488,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0099998
225.4,6.31,190,5.417877,1.842136,0.008913,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0103488
227.5,6.34,191,5.42715,1.846879,0.0092735,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.008913
229.9,6.38,192,5.437644,1.853168,0.0104942,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0092735
233.2,6.42,193,5.451897,1.859418,0.0142522,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.0104942
236.4,6.45,194,5.465525,1.86408,0.0136285,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0142522
239.8,6.5,195,5.479805,1.871802,0.0142803,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0136285
242.5,6.53,196,5.491002,1.876407,0.0111961,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0142803
244.9,6.56,197,5.50085,1.880991,0.0098481,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0111961
247.6,6.61,198,5.511815,1.888584,0.0109649,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0098481
247.8,6.64,199,5.512622,1.893112,0.0008073,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.0109649
249.4,6.68,200,5.519058,1.899118,0.0064363,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.0008073
251.7,6.79,201,5.528238,1.915451,0.0091796,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0064363
253.9,6.86,202,5.536941,1.925707,0.0087028,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0091796
256.2,6.92,203,5.545959,1.934416,0.0090179,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.0087028
258.4,6.94,204,5.554509,1.937302,0.0085502,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0090179
260.5,7.03,205,5.562603,1.950187,0.0080943,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0085502
263.2,7.06,206,5.572914,1.954445,0.0103111,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.0080943
265.1,7.1,207,5.580107,1.960095,0.0071931,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0103111
266.8,7.13,208,5.586499,1.964311,0.006392,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0071931
269.0,7.17,209,5.594711,1.969906,0.0082121,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.006392
271.3,7.21,210,5.603225,1.975469,0.0085139,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0082121
274.4,7.24,211,5.614587,1.979621,0.0113616,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.0085139
276.5,7.3,212,5.622211,1.987874,0.0076241,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0113616
279.3,7.4,213,5.632287,2.00148,0.0100756,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.0076241
279.9,7.43,214,5.634432,2.005526,0.0021458,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.0100756
280.7,7.47,215,5.637287,2.010895,0.0028543,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0021458
281.5,7.45,216,5.640132,2.008214,0.0028458,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0028543
282.5,7.56,217,5.643679,2.022871,0.0035462,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028458
283.4,7.56,218,5.646859,2.022871,0.0031805,0.0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.0035462
283.1,7.56,219,5.6458,2.022871,-0.0010591,0.0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0031805
284.3,7.58,220,5.65003,2.025513,0.00423,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,-0.0010591
287.1,7.64,221,5.659831,2.033398,0.0098004,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.00423
290.6,7.65,222,5.671948,2.034706,0.0121174,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0098004
292.2,7.68,223,5.677439,2.03862,0.0054908,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0121174
292.8,7.7,224,5.67949,2.04122,0.0020509,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0054908
293.3,7.77,225,5.681196,2.05027,0.0017061,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0020509
294.1,7.8,226,5.68392,2.054124,0.0027242,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0017061
293.6,7.82,227,5.682219,2.056684,-0.0017014,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0027242
292.4,7.83,228,5.678123,2.057962,-0.004096,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,-0.0017014
293.1,7.92,229,5.680514,2.069391,0.0023913,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.004096
293.2,7.93,230,5.680855,2.070653,0.0003409,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0023913
293.4,7.91,231,5.681537,2.068128,0.0006819,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0.0003409
295.5,7.95,232,5.688669,2.073172,0.0071321,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0.0006819
297.1,7.98,233,5.694069,2.076938,0.0054002,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0071321
298.1,7.98,234,5.697429,2.076938,0.0033603,0.0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0054002
299.3,8.01,235,5.701447,2.080691,0.0040174,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.0033603
300.3,7.96,236,5.704782,2.074429,0.0033355,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0040174
301.8,8.12,237,5.709764,2.09433,0.0049825,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0033355
302.6,8.15,238,5.712412,2.098018,0.0026474,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0049825
303.1,8.16,239,5.714063,2.099244,0.0016508,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0026474
303.5,8.16,240,5.715382,2.099244,0.0013189,0.0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0016508
305.2,8.24,241,5.720967,2.109,0.0055857,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0013189
306.6,8.23,242,5.725544,2.107786,0.0045767,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0055857
307.3,8.23,243,5.727824,2.107786,0.0022802,0.0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0045767
308.8,8.28,244,5.732694,2.113843,0.0048695,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,0.0022802
309.7,8.26,245,5.735604,2.111425,0.0029106,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.0048695
310.7,8.28,246,5.738828,2.113843,0.0032234,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0029106
311.7,8.3,247,5.742041,2.116256,0.0032134,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0.0032234
313.0,8.28,248,5.746203,2.113843,0.0041623,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0032134
314.5,8.42,249,5.750984,2.13061,0.0047808,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,0.0041623
315.3,8.39,250,5.753524,2.127041,0.0025401,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.0047808
315.3,8.42,251,5.753524,2.13061,0.0,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0025401
315.5,8.45,252,5.754158,2.134166,0.0006342,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0
316.1,8.48,253,5.756059,2.13771,0.0019002,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0.0006342
317.4,8.5,254,5.760163,2.140066,0.0041041,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0019002
318.8,8.5,255,5.764564,2.140066,0.0044012,0.0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,0.0041041
320.1,8.52,256,5.768633,2.142416,0.0040693,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0.0044012
321.3,8.51,257,5.772375,2.141242,0.0037417,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.0040693
322.3,8.54,258,5.775483,2.144761,0.0031075,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,0.0037417
322.8,8.52,259,5.777033,2.142416,0.0015502,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0031075
323.5,8.53,260,5.779199,2.143589,0.0021663,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0015502
324.5,8.67,261,5.782286,2.159869,0.0030866,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,0.0021663
325.5,8.64,262,5.785362,2.156403,0.0030766,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0030866
326.6,8.67,263,5.788736,2.159869,0.0033741,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,0.0030766
327.4,8.72,264,5.791183,2.165619,0.0024462,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0033741
328.4,8.72,265,5.794232,2.165619,0.0030499,0.0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0024462
327.5,8.74,266,5.791488,2.16791,-0.0027442,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0030499
326.0,8.74,267,5.786897,2.16791,-0.004591,0.0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,-0.0027442
325.3,8.73,268,5.784748,2.166765,-0.0021496,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,-0.004591
326.3,8.73,269,5.787817,2.166765,0.0030694,0.0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,-0.0021496
327.9,8.72,270,5.792709,2.165619,0.0048919,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,0.0030694
328.0,8.7,271,5.793014,2.163323,0.0003047,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0048919
