2.77,3.02,3.32,9931.413,9851.647,.,0.6906027,0.25,..1,..2,..3,..4,..5,..6,..7,..8,..9,..10,..11,..12,..13,..14,..15
6.42,6.6,7.12,9842.461,9681.39,1.570477,1.600603,0.1799998,1.446027,1.356601,0.6099997,0.1244497,0.6199999,5.8,0.2138761,0.1545753,-0.0351554,0.0548494,0.1900001,0.75,0.2200003,6.41,-0.4299998
5.41,6.4,6.97,9866.916,9690.746,1.91632,1.348794,0.9900002,1.600603,1.570477,0.1799998,0.3157169,-1.01,6.42,0.3458425,-0.2518083,0.2138761,0.1545753,-0.1999998,0.1900001,0.6199999,6.6,0.8100004
5.74,6.0,6.55,9858.912,9709.513,1.735326,1.431068,0.2600002,1.348794,1.91632,0.9900002,0.3865314,0.3299999,5.41,-0.1809938,0.082274,0.3458425,-0.2518083,-0.4000001,-0.1999998,-1.01,6.4,-0.73
6.72,7.16,7.62,9835.221,9655.288,1.294689,1.675397,0.4400001,1.431068,1.735326,0.2600002,-0.1363792,0.98,5.74,-0.4406366,0.2443287,-0.1809938,0.082274,1.16,-0.4000001,0.3299999,6.0,0.1799998
7.51,7.89,8.26,9816.206,9621.473,1.66663,1.872356,0.3799996,1.675397,1.294689,0.4400001,-0.0087668,0.7900004,6.72,0.3719412,0.196959,-0.4406366,0.2443287,0.73,1.16,0.98,7.16,-0.0600004
8.08,8.4,8.61,9802.531,9597.989,1.881818,2.014466,0.3199997,1.872356,1.66663,0.3799996,0.0094618,0.5699997,7.51,0.2151875,0.1421096,0.3719412,0.196959,0.5099998,0.73,0.7900004,7.89,-0.0599999
8.97,9.3,9.37,9781.256,9556.825,1.909427,2.236356,0.3299999,2.014466,1.881818,0.3199997,-0.1050388,0.8900003,8.08,0.0276091,0.2218904,0.2151875,0.1421096,0.9000006,0.5099998,0.5699997,8.4,0.0100002
8.92,8.86,8.86,9782.449,9576.905,2.360868,2.223891,-0.0600004,2.236356,1.909427,0.3299999,0.1245117,-0.0500002,8.97,0.4514409,-0.0124657,0.0276091,0.2218904,-0.4400005,0.9000006,0.8900003,9.3,-0.3900003
8.16,8.22,8.29,9800.615,9606.265,2.335932,2.034411,0.0600004,2.223891,2.360868,-0.0600004,0.112041,-0.7600002,8.92,-0.0249364,-0.1894796,0.4514409,-0.0124657,-0.6399994,-0.4400005,-0.0500002,8.86,0.1200008
7.85,7.79,7.7,9808.045,9626.091,2.100507,1.957123,-0.0599999,2.034411,2.335932,0.0600004,0.0660961,-0.3099999,8.16,-0.2354245,-0.0772877,-0.0249364,-0.1894796,-0.4300003,-0.6399994,-0.7600002,8.22,-0.1200004
